Country,CCPI
Indonesia,89.6
India,116.4
Ireland,98.6
"Iran, Islamic Rep.",88.1
Iraq,106.7
Iceland,97.7
Israel,99.7
Italy,99.2
Jordan,90.4
Japan,99.3
"Korea, Rep.",99.3
"Lao, PDR",98.6
Sri Lanka,86.4
Lithuania,98.4
Luxembourg,98.1
Latvia,98.5
Mexico,98.7
Montenegro,98.1
Nepal,99.5
"Moldova, Rep.",127.8
North Macedonia,99.6
Malta,95.3
Mauritius,93.9
Malaysia,108.1
Nigeria,161.9
Nicaragua,175.2
Netherlands,98.0
Norway,98.3
Peru,82.2
Philippines,91.5
Poland,99.6
Portugal,98.3
Paraguay,87.8
Qatar,95.2
Romania,100.5
Russian Federation,94.3
Singapore,95.1
El Salvador,105.5
Serbia,98.6
Slovakia,99.8
Slovenia,98.7
Sweden,99.3
Thailand,97.8
Trinidad and Tobago,100.0
Turkey,95.9
"Taiwan, China",95.9
"Tanzania, United Rep.",2.8
Uganda,90.5
Uganda,90.4
Ukraine,142.1
United States,98.8
South Africa,97.0
Albania,96.4
Austria,98.6
Belgium,99.6
Bulgaria,100.0
Belarus,352.7
Brazil,7499824.2
Canada,99.3
Switzerland,100.1
Chile,98.2
China,91.8
Colombia,98.4
Costa Rica,93.3
Cyprus,98.3
Czech Republic,99.5
Germany,99.0
Denmark,99.7
Dominican Republic,88.7
"Egypt, Arab Rep.",57.5
Spain,98.4
Estonia,99.1
Finland,99.7
France,99.3
United Kingdom,99.3
Greece,97.6
Guatemala,117.4
"Hong Kong SAR, China",92.0
Honduras,281.0
Croatia,98.4
Hungary,99.2
Indonesia,89.9
India,116.8
Ireland,99.4
"Iran, Islamic Rep.",88.8
Iraq,102.6
Iceland,98.6
Israel,99.3
Italy,99.6
Jordan,89.2
Japan,99.3
"Korea, Rep.",99.4
"Lao, PDR",98.7
Sri Lanka,85.3
Lithuania,98.0
Luxembourg,99.8
Latvia,98.5
Mexico,99.1
Montenegro,98.1
Nepal,99.6
"Moldova, Rep.",130.7
North Macedonia,99.6
Malta,96.0
Mauritius,94.8
Malaysia,108.5
Nigeria,163.0
Nicaragua,176.5
Netherlands,98.4
Norway,98.5
Peru,82.5
Philippines,91.7
Poland,99.6
Portugal,98.0
Paraguay,88.1
Qatar,94.9
Romania,100.4
Russian Federation,96.4
Singapore,95.0
El Salvador,105.4
Serbia,98.9
Slovakia,99.8
Slovenia,99.0
Sweden,99.8
Thailand,97.9
Trinidad and Tobago,100.2
Turkey,95.8
"Taiwan, China",95.9
"Tanzania, United Rep.",2.7
Uganda,90.6
Uganda,90.4
Ukraine,149.3
United States,99.1
South Africa,98.3
Albania,96.2
Austria,99.8
Belgium,99.4
Bulgaria,99.6
Belarus,356.3
Brazil,7597817.4
Canada,99.8
Switzerland,100.4
Chile,98.9
China,92.0
Colombia,98.8
Costa Rica,93.4
Cyprus,99.0
Czech Republic,99.5
Germany,99.4
Denmark,100.1
Dominican Republic,88.8
"Egypt, Arab Rep.",57.8
Spain,99.0
Estonia,99.7
Finland,99.9
France,100.0
United Kingdom,99.4
Greece,100.5
Guatemala,117.7
"Hong Kong SAR, China",91.7
Honduras,282.0
Croatia,98.8
Hungary,99.4
Indonesia,90.3
India,117.6
Ireland,99.8
"Iran, Islamic Rep.",89.7
Iraq,101.7
Iceland,99.6
Israel,99.5
Italy,99.5
Jordan,90.3
Japan,99.6
"Korea, Rep.",99.6
"Lao, PDR",98.8
Sri Lanka,85.4
Lithuania,98.8
Luxembourg,99.8
Latvia,99.5
Mexico,99.4
Montenegro,98.4
Nepal,99.6
"Moldova, Rep.",131.8
North Macedonia,99.3
Malta,97.2
Mauritius,95.1
Malaysia,108.9
Nigeria,164.0
Nicaragua,177.7
Netherlands,99.6
Norway,99.2
Peru,82.8
Philippines,91.7
Poland,99.7
Portugal,100.2
Paraguay,88.5
Qatar,95.0
Romania,100.6
Russian Federation,97.8
Singapore,95.0
El Salvador,105.5
Serbia,99.0
Slovakia,99.8
Slovenia,99.9
Sweden,99.9
Thailand,98.0
Trinidad and Tobago,100.3
Turkey,96.3
"Taiwan, China",95.9
"Tanzania, United Rep.",2.5
Uganda,91.3
Uganda,91.2
Ukraine,163.4
United States,99.5
South Africa,99.2
Albania,95.8
Austria,99.9
Belgium,99.7
Bulgaria,99.9
Belarus,359.3
Brazil,7654661.1
Canada,99.9
Switzerland,100.2
Chile,99.4
China,92.0
Colombia,99.3
Costa Rica,93.5
Cyprus,99.6
Czech Republic,99.9
Germany,99.9
Denmark,100.2
Dominican Republic,88.9
"Egypt, Arab Rep.",58.0
Spain,100.3
Estonia,99.9
Finland,99.9
France,100.1
United Kingdom,99.7
Greece,101.0
Guatemala,118.0
"Hong Kong SAR, China",91.3
Honduras,283.1
Croatia,99.7
Hungary,99.8
Indonesia,90.6
India,117.9
Ireland,99.7
"Iran, Islamic Rep.",90.7
Iraq,101.9
Iceland,99.8
Israel,99.9
Italy,99.9
Jordan,90.7
Japan,100.1
"Korea, Rep.",99.7
"Lao, PDR",99.3
Sri Lanka,85.6
Lithuania,99.6
Luxembourg,99.9
Latvia,100.1
Mexico,99.5
Montenegro,98.7
Nepal,99.6
"Moldova, Rep.",133.1
North Macedonia,99.5
Malta,100.4
Mauritius,95.2
Malaysia,110.0
Nigeria,164.8
Nicaragua,178.7
Netherlands,100.3
Norway,99.6
Peru,83.1
Philippines,91.9
Poland,100.2
Portugal,100.4
Paraguay,88.9
Qatar,95.0
Romania,100.6
Russian Federation,98.5
Singapore,94.9
El Salvador,105.6
Serbia,99.4
Slovakia,99.8
Slovenia,100.0
Sweden,99.7
Thailand,98.0
Trinidad and Tobago,100.8
Turkey,98.1
"Taiwan, China",95.9
"Tanzania, United Rep.",2.1
Uganda,91.9
Uganda,91.7
Ukraine,170.1
United States,99.8
South Africa,99.5
Albania,95.6
Austria,100.1
Belgium,99.7
Bulgaria,100.0
Belarus,361.8
Brazil,7699792.7
Canada,100.1
Switzerland,100.3
Chile,99.5
China,92.3
Colombia,99.6
Costa Rica,93.4
Cyprus,100.9
Czech Republic,100.0
Germany,100.0
Denmark,100.3
Dominican Republic,89.1
"Egypt, Arab Rep.",58.5
Spain,100.7
Estonia,100.2
Finland,99.7
France,100.3
United Kingdom,99.9
Greece,100.1
Guatemala,118.3
"Hong Kong SAR, China",91.3
Honduras,284.3
Croatia,100.1
Hungary,100.0
Indonesia,90.9
India,118.8
Ireland,100.0
"Iran, Islamic Rep.",91.1
Iraq,101.2
Iceland,99.9
Israel,99.9
Italy,99.9
Jordan,91.1
Japan,100.1
"Korea, Rep.",99.9
"Lao, PDR",99.4
Sri Lanka,85.6
Lithuania,99.8
Luxembourg,100.1
Latvia,100.5
Mexico,99.7
Montenegro,99.1
Nepal,101.4
"Moldova, Rep.",133.9
North Macedonia,99.8
Malta,101.6
Mauritius,95.6
Malaysia,110.3
Nigeria,166.5
Nicaragua,179.6
Netherlands,100.5
Norway,99.8
Peru,83.4
Philippines,92.0
Poland,100.2
Portugal,100.7
Paraguay,89.5
Qatar,95.7
Romania,100.8
Russian Federation,99.2
Singapore,94.8
El Salvador,105.7
Serbia,99.5
Slovakia,100.0
Slovenia,100.3
Sweden,100.1
Thailand,98.1
Trinidad and Tobago,100.9
Turkey,99.8
"Taiwan, China",96.0
"Tanzania, United Rep.",2.1
Uganda,92.0
Uganda,91.8
Ukraine,173.4
United States,99.9
South Africa,99.7
Albania,95.2
Austria,100.2
Belgium,100.0
Bulgaria,99.9
Belarus,364.6
Brazil,7760274.7
Canada,100.0
Switzerland,100.3
Chile,99.9
China,92.4
Colombia,100.0
Costa Rica,93.8
Cyprus,101.6
Czech Republic,100.2
Germany,100.2
Denmark,100.0
Dominican Republic,89.3
"Egypt, Arab Rep.",58.7
Spain,100.8
Estonia,100.3
Finland,99.7
France,100.3
United Kingdom,99.9
Greece,100.9
Guatemala,118.7
"Hong Kong SAR, China",91.5
Honduras,285.6
Croatia,100.8
Hungary,100.1
Indonesia,91.2
India,119.6
Ireland,100.2
"Iran, Islamic Rep.",92.5
Iraq,103.0
Iceland,100.1
Israel,100.4
Italy,100.2
Jordan,91.5
Japan,100.0
"Korea, Rep.",99.8
"Lao, PDR",99.4
Sri Lanka,86.0
Lithuania,100.1
Luxembourg,100.3
Latvia,100.6
Mexico,99.9
Montenegro,100.9
Nepal,101.3
"Moldova, Rep.",134.0
North Macedonia,99.9
Malta,102.9
Mauritius,95.8
Malaysia,110.6
Nigeria,167.4
Nicaragua,180.4
Netherlands,100.0
Norway,100.2
Peru,83.6
Philippines,92.2
Poland,100.1
Portugal,100.5
Paraguay,89.5
Qatar,95.7
Romania,99.4
Russian Federation,99.9
Singapore,94.9
El Salvador,105.6
Serbia,99.8
Slovakia,100.1
Slovenia,100.5
Sweden,99.9
Thailand,98.1
Trinidad and Tobago,101.0
Turkey,100.2
"Taiwan, China",96.1
"Tanzania, United Rep.",2.2
Uganda,91.8
Uganda,91.9
Ukraine,174.9
United States,100.0
South Africa,100.1
Albania,95.1
Austria,99.9
Belgium,100.2
Bulgaria,100.4
Belarus,366.3
Brazil,7829420.4
Canada,100.0
Switzerland,99.7
Chile,100.0
China,92.4
Colombia,100.1
Costa Rica,93.8
Cyprus,101.3
Czech Republic,100.4
Germany,100.5
Denmark,99.9
Dominican Republic,89.4
"Egypt, Arab Rep.",59.0
Spain,99.6
Estonia,100.2
Finland,99.7
France,100.0
United Kingdom,100.0
Greece,99.2
Guatemala,119.0
"Hong Kong SAR, China",92.0
Honduras,286.8
Croatia,101.0
Hungary,100.4
Indonesia,91.4
India,119.7
Ireland,100.1
"Iran, Islamic Rep.",92.9
Iraq,102.8
Iceland,100.3
Israel,100.6
Italy,100.4
Jordan,91.5
Japan,100.0
"Korea, Rep.",100.3
"Lao, PDR",99.4
Sri Lanka,86.5
Lithuania,99.7
Luxembourg,99.2
Latvia,99.8
Mexico,100.0
Montenegro,101.7
Nepal,101.2
"Moldova, Rep.",133.3
North Macedonia,100.3
Malta,102.9
Mauritius,95.7
Malaysia,111.1
Nigeria,168.4
Nicaragua,181.2
Netherlands,101.0
Norway,100.0
Peru,83.9
Philippines,92.3
Poland,100.2
Portugal,99.7
Paraguay,89.8
Qatar,95.8
Romania,99.2
Russian Federation,100.5
Singapore,95.1
El Salvador,105.6
Serbia,100.5
Slovakia,100.1
Slovenia,99.6
Sweden,99.9
Thailand,98.2
Trinidad and Tobago,101.1
Turkey,100.3
"Taiwan, China",96.2
"Tanzania, United Rep.",2.1
Uganda,92.9
Uganda,92.9
Ukraine,176.4
United States,100.1
South Africa,100.5
Albania,95.2
Austria,100.0
Belgium,100.2
Bulgaria,100.5
Belarus,369.7
Brazil,7862968.9
Canada,100.3
Switzerland,99.6
Chile,100.4
China,92.5
Colombia,100.4
Costa Rica,93.8
Cyprus,101.9
Czech Republic,100.4
Germany,100.8
Denmark,100.0
Dominican Republic,89.4
"Egypt, Arab Rep.",59.2
Spain,99.7
Estonia,100.4
Finland,100.1
France,100.7
United Kingdom,100.3
Greece,97.9
Guatemala,119.4
"Hong Kong SAR, China",91.1
Honduras,287.8
Croatia,101.4
Hungary,100.5
Indonesia,91.7
India,120.0
Ireland,100.9
"Iran, Islamic Rep.",93.3
Iraq,103.1
Iceland,100.9
Israel,100.6
Italy,100.8
Jordan,91.3
Japan,100.2
"Korea, Rep.",100.5
"Lao, PDR",99.7
Sri Lanka,87.1
Lithuania,99.7
Luxembourg,100.7
Latvia,100.0
Mexico,100.3
Montenegro,101.6
Nepal,106.2
"Moldova, Rep.",137.2
North Macedonia,100.5
Malta,103.3
Mauritius,96.1
Malaysia,111.3
Nigeria,169.5
Nicaragua,182.0
Netherlands,100.8
Norway,100.0
Peru,84.2
Philippines,92.3
Poland,100.2
Portugal,99.5
Paraguay,90.3
Qatar,95.9
Romania,99.2
Russian Federation,101.3
Singapore,95.1
El Salvador,105.5
Serbia,100.7
Slovakia,100.1
Slovenia,100.0
Sweden,99.7
Thailand,98.2
Trinidad and Tobago,101.2
Turkey,100.6
"Taiwan, China",96.2
"Tanzania, United Rep.",2.2
Uganda,93.7
Uganda,93.8
Ukraine,178.1
United States,100.2
South Africa,100.7
Albania,95.5
Austria,100.5
Belgium,100.1
Bulgaria,99.8
Belarus,373.6
Brazil,7914742.2
Canada,100.6
Switzerland,99.8
Chile,100.9
China,92.6
Colombia,100.9
Costa Rica,93.7
Cyprus,101.0
Czech Republic,100.2
Germany,100.7
Denmark,100.3
Dominican Republic,89.5
"Egypt, Arab Rep.",59.7
Spain,99.8
Estonia,100.2
Finland,100.5
France,100.1
United Kingdom,100.4
Greece,101.0
Guatemala,119.7
"Hong Kong SAR, China",92.8
Honduras,288.6
Croatia,101.0
Hungary,100.2
Indonesia,92.0
India,120.3
Ireland,100.6
"Iran, Islamic Rep.",93.6
Iraq,103.4
Iceland,100.6
Israel,100.1
Italy,100.3
Jordan,90.8
Japan,100.4
"Korea, Rep.",100.2
"Lao, PDR",99.7
Sri Lanka,87.8
Lithuania,100.7
Luxembourg,100.7
Latvia,100.6
Mexico,100.6
Montenegro,101.3
Nepal,106.1
"Moldova, Rep.",138.8
North Macedonia,100.3
Malta,102.2
Mauritius,96.4
Malaysia,111.6
Nigeria,170.6
Nicaragua,182.7
Netherlands,100.8
Norway,100.8
Peru,84.5
Philippines,92.3
Poland,100.0
Portugal,100.7
Paraguay,90.6
Qatar,95.9
Romania,99.4
Russian Federation,102.1
Singapore,95.4
El Salvador,105.5
Serbia,100.5
Slovakia,100.0
Slovenia,100.3
Sweden,100.4
Thailand,98.3
Trinidad and Tobago,101.4
Turkey,101.4
"Taiwan, China",96.2
"Tanzania, United Rep.",2.2
Uganda,94.3
Uganda,94.5
Ukraine,182.0
United States,100.5
South Africa,101.0
Albania,95.6
Austria,100.6
Belgium,100.5
Bulgaria,99.7
Belarus,376.1
Brazil,7962879.0
Canada,100.8
Switzerland,99.9
Chile,101.4
China,92.7
Colombia,101.3
Costa Rica,93.7
Cyprus,100.7
Czech Republic,100.4
Germany,100.8
Denmark,100.3
Dominican Republic,89.7
"Egypt, Arab Rep.",60.3
Spain,100.8
Estonia,100.7
Finland,100.7
France,100.1
United Kingdom,100.6
Greece,101.3
Guatemala,120.0
"Hong Kong SAR, China",93.4
Honduras,289.4
Croatia,100.7
Hungary,100.5
Indonesia,92.2
India,120.7
Ireland,100.4
"Iran, Islamic Rep.",94.2
Iraq,103.2
Iceland,100.8
Israel,100.0
Italy,100.4
Jordan,90.7
Japan,100.4
"Korea, Rep.",100.3
"Lao, PDR",99.9
Sri Lanka,88.0
Lithuania,101.3
Luxembourg,100.6
Latvia,100.8
Mexico,100.9
Montenegro,100.7
Nepal,106.5
"Moldova, Rep.",141.3
North Macedonia,100.3
Malta,101.5
Mauritius,96.4
Malaysia,111.4
Nigeria,171.6
Nicaragua,183.2
Netherlands,100.7
Norway,101.1
Peru,84.7
Philippines,92.7
Poland,100.2
Portugal,100.8
Paraguay,90.9
Qatar,96.1
Romania,99.7
Russian Federation,102.8
Singapore,95.2
El Salvador,105.5
Serbia,100.9
Slovakia,100.1
Slovenia,100.5
Sweden,100.4
Thailand,98.3
Trinidad and Tobago,101.9
Turkey,103.4
"Taiwan, China",96.2
"Tanzania, United Rep.",2.1
Uganda,94.4
Uganda,94.5
Ukraine,183.4
United States,100.7
South Africa,101.2
Albania,95.5
Austria,100.7
Belgium,100.7
Bulgaria,99.7
Belarus,378.6
Brazil,8013232.0
Canada,100.6
Switzerland,99.8
Chile,101.5
China,92.8
Colombia,101.7
Costa Rica,93.7
Cyprus,99.1
Czech Republic,100.1
Germany,99.9
Denmark,100.2
Dominican Republic,89.8
"Egypt, Arab Rep.",60.8
Spain,101.3
Estonia,100.4
Finland,100.3
France,100.0
United Kingdom,100.7
Greece,100.3
Guatemala,120.2
"Hong Kong SAR, China",93.4
Honduras,290.1
Croatia,100.1
Hungary,100.6
Indonesia,92.5
India,121.1
Ireland,100.1
"Iran, Islamic Rep.",94.7
Iraq,103.3
Iceland,100.5
Israel,99.8
Italy,99.8
Jordan,90.7
Japan,100.4
"Korea, Rep.",100.4
"Lao, PDR",100.0
Sri Lanka,88.4
Lithuania,102.1
Luxembourg,100.6
Latvia,100.6
Mexico,100.9
Montenegro,100.7
Nepal,108.8
"Moldova, Rep.",142.9
North Macedonia,100.4
Malta,98.5
Mauritius,96.7
Malaysia,112.6
Nigeria,172.7
Nicaragua,183.9
Netherlands,100.0
Norway,101.1
Peru,85.0
Philippines,92.7
Poland,100.1
Portugal,100.7
Paraguay,91.3
Qatar,96.2
Romania,100.1
Russian Federation,103.3
Singapore,95.2
El Salvador,105.5
Serbia,101.0
Slovakia,100.2
Slovenia,100.8
Sweden,100.1
Thailand,98.3
Trinidad and Tobago,102.0
Turkey,104.2
"Taiwan, China",96.3
"Tanzania, United Rep.",2.3
Uganda,94.8
Uganda,94.7
Ukraine,185.1
United States,100.8
South Africa,101.3
Albania,95.5
Austria,101.3
Belgium,100.8
Bulgaria,100.4
Belarus,382.9
Brazil,8068659.8
Canada,100.1
Switzerland,99.7
Chile,101.8
China,92.9
Colombia,102.1
Costa Rica,93.7
Cyprus,98.9
Czech Republic,100.3
Germany,100.3
Denmark,100.2
Dominican Republic,90.0
"Egypt, Arab Rep.",61.0
Spain,101.2
Estonia,100.1
Finland,100.4
France,100.4
United Kingdom,101.0
Greece,100.9
Guatemala,120.5
"Hong Kong SAR, China",93.6
Honduras,290.9
Croatia,99.5
Hungary,100.5
Indonesia,92.7
India,121.6
Ireland,100.1
"Iran, Islamic Rep.",95.2
Iraq,103.2
Iceland,101.1
Israel,100.0
Italy,100.0
Jordan,90.8
Japan,100.4
"Korea, Rep.",100.6
"Lao, PDR",100.0
Sri Lanka,88.7
Lithuania,101.8
Luxembourg,100.5
Latvia,100.5
Mexico,101.1
Montenegro,100.6
Nepal,108.7
"Moldova, Rep.",144.0
North Macedonia,100.6
Malta,98.3
Mauritius,96.9
Malaysia,113.0
Nigeria,174.2
Nicaragua,184.6
Netherlands,100.0
Norway,101.4
Peru,85.3
Philippines,93.0
Poland,100.1
Portugal,100.6
Paraguay,91.8
Qatar,96.1
Romania,100.3
Russian Federation,103.8
Singapore,95.3
El Salvador,105.6
Serbia,101.3
Slovakia,100.1
Slovenia,100.3
Sweden,100.6
Thailand,98.3
Trinidad and Tobago,102.1
Turkey,104.1
"Taiwan, China",96.3
"Tanzania, United Rep.",2.4
Uganda,95.1
Uganda,95.2
Ukraine,186.1
United States,100.6
Kosovo,100.0
South Africa,101.6
Albania,95.3
Austria,100.4
Belgium,101.1
Bulgaria,100.2
Belarus,386.7
Brazil,8131680.3
Canada,100.4
Switzerland,99.3
Chile,102.7
China,93.0
Colombia,102.9
Costa Rica,93.7
Cyprus,97.3
Czech Republic,100.8
Germany,99.7
Denmark,99.8
Dominican Republic,90.1
"Egypt, Arab Rep.",61.4
Spain,99.2
Estonia,99.8
Finland,100.0
France,99.3
United Kingdom,100.3
Greece,98.4
Guatemala,120.8
"Hong Kong SAR, China",93.5
Honduras,291.8
Croatia,99.2
Hungary,100.7
Indonesia,92.9
India,122.0
Ireland,99.4
"Iran, Islamic Rep.",96.0
Iraq,104.8
Iceland,100.3
Israel,99.5
Italy,100.0
Jordan,90.6
Japan,99.9
"Korea, Rep.",101.1
"Lao, PDR",100.1
Sri Lanka,89.0
Lithuania,101.2
Luxembourg,99.2
Latvia,99.9
Mexico,101.4
Montenegro,100.2
Nepal,109.1
"Moldova, Rep.",144.9
North Macedonia,101.3
Malta,96.7
Mauritius,97.2
Malaysia,112.8
Nigeria,175.7
Nicaragua,185.2
Netherlands,99.0
Norway,101.3
Peru,85.6
Philippines,92.9
Poland,99.5
Portugal,99.2
Paraguay,92.2
Qatar,96.6
Romania,99.9
Russian Federation,104.4
Singapore,95.3
El Salvador,105.7
Serbia,101.4
Slovakia,100.3
Slovenia,98.8
Sweden,99.7
Thailand,98.4
Trinidad and Tobago,102.0
Turkey,105.3
"Taiwan, China",96.3
"Tanzania, United Rep.",2.4
Uganda,95.8
Uganda,95.8
Ukraine,186.6
United States,100.9
Kosovo,100.2
South Africa,102.3
Albania,95.2
Austria,100.5
Belgium,101.3
Bulgaria,99.9
Belarus,392.3
Brazil,8185745.5
Canada,101.0
Switzerland,99.6
Chile,103.1
China,93.1
Colombia,104.1
Costa Rica,93.9
Cyprus,97.4
Czech Republic,101.0
Germany,100.1
Denmark,100.7
Dominican Republic,90.1
"Egypt, Arab Rep.",61.8
Spain,99.3
Estonia,100.6
Finland,100.3
France,99.8
United Kingdom,100.6
Greece,98.2
Guatemala,121.2
"Hong Kong SAR, China",93.8
Honduras,292.1
Croatia,99.0
Hungary,100.8
Indonesia,93.1
India,122.6
Ireland,100.3
"Iran, Islamic Rep.",96.6
Iraq,104.9
Iceland,101.2
Israel,99.3
Italy,99.9
Jordan,89.7
Japan,100.0
"Korea, Rep.",101.3
"Lao, PDR",100.4
Sri Lanka,89.3
Lithuania,100.8
Luxembourg,100.9
Latvia,100.0
Mexico,101.7
Montenegro,100.2
Nepal,109.7
"Moldova, Rep.",144.1
North Macedonia,101.2
Malta,97.5
Mauritius,97.5
Malaysia,112.9
Nigeria,178.5
Nicaragua,186.0
Netherlands,99.7
Norway,102.0
Peru,86.1
Philippines,92.8
Poland,99.5
Portugal,99.0
Paraguay,92.5
Qatar,96.8
Romania,99.5
Russian Federation,105.0
Singapore,95.5
El Salvador,105.7
Serbia,101.3
Slovakia,100.4
Slovenia,99.2
Sweden,100.4
Thailand,98.6
Trinidad and Tobago,102.3
Turkey,105.4
"Taiwan, China",96.4
"Tanzania, United Rep.",2.5
Uganda,96.0
Uganda,95.9
Ukraine,186.7
United States,101.4
Kosovo,100.5
South Africa,103.6
Albania,95.4
Austria,101.4
Belgium,101.7
Bulgaria,99.4
Belarus,396.3
Brazil,8204660.4
Canada,101.6
Switzerland,99.9
Chile,103.6
China,93.3
Colombia,104.8
Costa Rica,93.9
Cyprus,98.6
Czech Republic,101.0
Germany,100.8
Denmark,100.9
Dominican Republic,90.2
"Egypt, Arab Rep.",62.7
Spain,100.0
Estonia,101.3
Finland,100.7
France,100.5
United Kingdom,101.1
Greece,100.1
Guatemala,121.5
"Hong Kong SAR, China",94.7
Honduras,292.9
Croatia,99.6
Hungary,100.9
Indonesia,93.4
India,123.0
Ireland,100.7
"Iran, Islamic Rep.",97.1
Iraq,104.3
Iceland,101.6
Israel,99.4
Italy,100.2
Jordan,89.9
Japan,100.3
"Korea, Rep.",101.5
"Lao, PDR",100.4
Sri Lanka,89.7
Lithuania,102.2
Luxembourg,100.8
Latvia,101.2
Mexico,102.1
Montenegro,100.2
Nepal,109.7
"Moldova, Rep.",144.1
North Macedonia,101.3
Malta,98.5
Mauritius,97.5
Malaysia,112.9
Nigeria,181.1
Nicaragua,186.6
Netherlands,100.9
Norway,102.8
Peru,86.2
Philippines,93.1
Poland,99.5
Portugal,101.1
Paraguay,92.7
Qatar,97.0
Romania,99.5
Russian Federation,105.5
Singapore,95.7
El Salvador,105.6
Serbia,101.3
Slovakia,100.3
Slovenia,100.1
Sweden,100.8
Thailand,98.7
Trinidad and Tobago,102.5
Turkey,105.8
"Taiwan, China",96.4
"Tanzania, United Rep.",2.8
Uganda,96.9
Uganda,96.8
Ukraine,187.7
United States,101.7
Kosovo,100.5
South Africa,104.6
Albania,95.6
Austria,101.3
Belgium,101.8
Bulgaria,99.3
Belarus,399.7
Brazil,8262228.5
Canada,101.8
Switzerland,100.2
Chile,103.9
China,93.4
Colombia,105.4
Costa Rica,94.0
Cyprus,99.1
Czech Republic,101.6
Germany,100.8
Denmark,100.9
Dominican Republic,90.3
"Egypt, Arab Rep.",63.6
Spain,101.0
Estonia,101.3
Finland,101.0
France,100.5
United Kingdom,101.2
Greece,101.0
Guatemala,121.8
"Hong Kong SAR, China",93.7
Honduras,293.5
Croatia,100.2
Hungary,101.4
Indonesia,93.7
India,123.8
Ireland,100.8
"Iran, Islamic Rep.",98.1
Iraq,103.8
Iceland,101.7
Israel,99.7
Italy,100.3
Jordan,90.5
Japan,100.6
"Korea, Rep.",101.6
"Lao, PDR",100.5
Sri Lanka,90.6
Lithuania,102.4
Luxembourg,101.0
Latvia,101.4
Mexico,102.1
Montenegro,100.5
Nepal,109.6
"Moldova, Rep.",144.2
North Macedonia,101.2
Malta,101.6
Mauritius,97.7
Malaysia,113.1
Nigeria,182.8
Nicaragua,187.0
Netherlands,100.9
Norway,102.8
Peru,86.4
Philippines,93.3
Poland,99.8
Portugal,101.2
Paraguay,92.9
Qatar,97.2
Romania,99.6
Russian Federation,106.1
Singapore,95.7
El Salvador,105.6
Serbia,101.5
Slovakia,100.6
Slovenia,100.5
Sweden,100.8
Thailand,98.8
Trinidad and Tobago,102.9
Turkey,107.6
"Taiwan, China",96.5
"Tanzania, United Rep.",3.0
Uganda,97.1
Uganda,96.9
Ukraine,188.1
United States,102.0
Kosovo,100.4
South Africa,104.9
Albania,95.4
Austria,101.5
Belgium,102.0
Bulgaria,99.2
Belarus,402.8
Brazil,8337327.5
Canada,102.1
Switzerland,100.1
Chile,103.8
China,93.6
Colombia,105.8
Costa Rica,94.1
Cyprus,100.0
Czech Republic,101.6
Germany,101.3
Denmark,100.9
Dominican Republic,90.5
"Egypt, Arab Rep.",65.6
Spain,101.3
Estonia,101.5
Finland,101.0
France,100.6
United Kingdom,101.4
Greece,100.1
Guatemala,122.2
"Hong Kong SAR, China",93.9
Honduras,294.5
Croatia,100.2
Hungary,101.4
Indonesia,94.0
India,124.2
Ireland,101.3
"Iran, Islamic Rep.",98.6
Iraq,103.8
Iceland,102.1
Israel,99.9
Italy,100.5
Jordan,90.7
Japan,100.6
"Korea, Rep.",101.9
Kuwait,110.6
"Lao, PDR",100.6
Sri Lanka,91.8
Lithuania,102.5
Luxembourg,101.1
Latvia,102.1
Mexico,102.3
Montenegro,100.8
Nepal,111.9
"Moldova, Rep.",144.4
North Macedonia,101.2
Malta,102.8
Mauritius,97.2
Malaysia,113.3
Nigeria,187.1
Nicaragua,187.4
Netherlands,101.0
Norway,103.2
Peru,86.8
Philippines,93.5
Poland,99.8
Portugal,101.4
Paraguay,93.0
Qatar,97.1
Romania,99.6
Russian Federation,106.7
Singapore,95.7
El Salvador,105.6
Serbia,101.5
Slovakia,100.6
Slovenia,101.1
Sweden,100.9
Thailand,98.8
Trinidad and Tobago,103.1
Turkey,108.9
"Taiwan, China",96.6
"Tanzania, United Rep.",3.0
Uganda,97.6
Uganda,97.4
Ukraine,188.7
United States,102.2
Kosovo,100.3
South Africa,105.0
Albania,95.5
Austria,101.6
Belgium,101.9
Bulgaria,99.3
Belarus,404.5
Brazil,8363641.4
Canada,102.2
Switzerland,100.1
Chile,104.1
China,93.8
Colombia,106.3
Costa Rica,94.2
Cyprus,100.3
Czech Republic,101.6
Germany,101.3
Denmark,100.9
Dominican Republic,90.7
"Egypt, Arab Rep.",65.9
Spain,101.4
Estonia,101.5
Finland,100.9
France,100.7
United Kingdom,101.5
Greece,101.2
Guatemala,122.5
"Hong Kong SAR, China",94.0
Honduras,295.3
Croatia,100.5
Hungary,101.5
Indonesia,94.3
India,125.0
Ireland,101.9
"Iran, Islamic Rep.",99.3
Iraq,104.0
Iceland,102.3
Israel,100.4
Italy,100.5
Jordan,90.9
Japan,100.5
"Korea, Rep.",101.9
Kuwait,110.6
"Lao, PDR",100.5
Sri Lanka,92.3
Lithuania,102.9
Luxembourg,101.2
Latvia,102.1
Mexico,102.5
Montenegro,101.7
Nepal,111.9
"Moldova, Rep.",143.9
North Macedonia,101.5
Malta,104.2
Mauritius,97.9
Malaysia,113.5
Nigeria,189.7
Nicaragua,187.6
Netherlands,100.5
Norway,103.5
Peru,87.0
Philippines,93.8
Poland,99.9
